#BOS,flight
به,O
مونترال,B-toloc.city_name
#EOS,3161
#BOS,flight
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,B-depart_time.time
۵,I-depart_time.time
دلتا,B-airline_name
چه,O
پروازهایی,O
از,O
دالاس,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
دارد,O
#EOS,3162
#BOS,flight
ایا,O
چهارشنبه,B-depart_date.day_name
هفته,O
اینده,B-depart_date.date_relative
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,O
5,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
پروازی,O
از,O
بوستون,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
وجود,O
دارد,O
#EOS,3163
#BOS,flight
لیست,O
پروازهای,O
کانتیننتال,B-airline_name
که,O
دنور,B-fromloc.city_name
را,O
به,O
شیکاگو,B-toloc.city_name
ترک,O
می‌کنند,O
و,O
دوشنبه,B-arrive_date.day_name
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ظهر,B-arrive_time.time
می‌رسند,O
بهم,O
بده,O
#EOS,3164
#BOS,flight
چه,O
پروازهایی,O
برای,O
فردا,B-depart_date.today_relative
از,O
تاکوما,B-fromloc.city_name
به,O
سن,B-toloc.city_name
خوزه,I-toloc.city_name
موجود,O
است,O
#EOS,3165
#BOS,flight
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
#EOS,3166
#BOS,flight
لطفا,O
تمامی,O
پروازهای,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
اورلاندو,B-fromloc.city_name
به,O
کانکاس,B-toloc.city_name
و,O
پس,O
از,O
ان,O
به,O
مینیاپولیس,B-toloc.city_name
را,O
نشان,O
بده,O
#EOS,3167
#BOS,ground_service
ایا,O
راه,O
حمل,O
و,O
نقل,O
زمینی,O
از,O
فرودگاه,O
به,O
مرکز,O
شهر,O
فینیکس,B-toloc.city_name
هست,O
#EOS,3168
#BOS,flight
من,O
یک,O
پرواز,O
برای,O
صبح,B-depart_time.period_of_day
زود,B-depart_time.period_of_day
اول,B-depart_date.day_number
ژوین,B-depart_date.month_name
از,O
شیکاگو,B-fromloc.city_name
به,O
سیاتل,B-toloc.city_name
با,O
خطوط,B-airline_name
هوایی,I-airline_name
کنتیننتال,I-airline_name
میخواهم,O
#EOS,3169
#BOS,flight
پروازهای,O
یکشنبه,B-depart_date.day_name
از,O
ممفیس,B-fromloc.city_name
به,O
وگاس,B-toloc.city_name
که,O
بدون,B-flight_stop
توقف,I-flight_stop
در,O
مسیر,O
باشند,O
را,O
به,O
من,O
بده,O
#EOS,3170
#BOS,flight
پروازها,O
از,O
لانگ,B-fromloc.city_name
بیچ,I-fromloc.city_name
به,O
نشویل,B-toloc.city_name
#EOS,3171
#BOS,airfare
کرایه,O
سفر,O
دوطرفه,B-round_trip
از,O
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
زیر,B-cost_relative
۱۰۰۰,B-fare_amount
دلار,I-fare_amount
#EOS,3172
#BOS,flight
الان,O
من,O
به,O
پرواز,O
دیگری,O
از,O
لاس,B-fromloc.city_name
وگاس,I-fromloc.city_name
به,O
لس,B-toloc.city_name
انجلس,I-toloc.city_name
نیاز,O
دارم,O
که,O
اواخر,B-arrive_time.period_of_day
بعد,I-arrive_time.period_of_day
از,I-arrive_time.period_of_day
ظهر,I-arrive_time.period_of_day
نیز,O
می‌رسد,O
چه,O
چیزی,O
برای,O
ان,O
موجود,O
است,O
#EOS,3173
#BOS,flight
پروازهای,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
لس,B-fromloc.city_name
انجلس,I-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
را,O
لیست,O
کنید,O
که,O
بعد,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ساعت,O
5,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
روز,O
دوشنبه,B-arrive_date.day_name
میرسند,O
#EOS,3174
#BOS,flight
ایا,O
پرواز,O
کنتیننتال,B-airline_name
از,O
دنور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
هست,O
#EOS,3175
#BOS,flight
ترتیب,O
پرواز‌های,O
یک,B-round_trip
طرفه,I-round_trip
از,O
بوستون,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
را,O
پیدا,O
کن,O
#EOS,3176
#BOS,airfare
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
چقدر,O
هزینه,O
دارد,O
#EOS,3177
#BOS,flight
پروازها,O
از,O
هیوستون,B-fromloc.city_name
به,O
سنت,B-toloc.city_name
پال,I-toloc.city_name
را,O
لیست,O
کن,O
#EOS,3178
#BOS,flight
چه,O
پروازهایی,O
فردا,B-depart_date.today_relative
از,O
دنور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
در,O
دسترس,O
است,O
#EOS,3179
#BOS,flight
نمایش,O
تمام,O
پرواز‌ها,O
از,O
بوستون,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
در,O
بیست,B-depart_date.day_number
و,I-depart_date.day_number
نهم,I-depart_date.day_number
ژوین,B-depart_date.month_name
#EOS,3180
#BOS,flight
لیست,O
پروازهایی,O
که,O
یکشنبه,B-depart_date.day_name
صبح,B-depart_time.period_of_day
از,O
میلواکی,B-fromloc.city_name
به,O
سنت,B-toloc.city_name
لوییز,I-toloc.city_name
میروند,O
را,O
به,O
من,O
بده,O
#EOS,3181
#BOS,flight
چه,O
پروازهایی,O
از,O
دنور,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
وجود,O
دارد,O
#EOS,3182
#BOS,flight
زودترین,B-flight_mod
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
چیست,O
#EOS,3183
#BOS,flight
به,O
من,O
پروازهای,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
دالاس,B-toloc.city_name
را,O
نشان,O
بده,O
#EOS,3184
#BOS,flight
من,O
به,O
دنبال,O
یک,O
پرواز,O
از,O
اوکلند,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
با,O
یک,O
توقف,O
در,O
دالاس,B-stoploc.city_name
فورت,I-stoploc.city_name
ورث,I-stoploc.city_name
هستم,O
#EOS,3185
#BOS,flight
من,O
یک,O
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
میخواهم,O
که,O
از,O
دالاس,B-stoploc.city_name
فورت,I-stoploc.city_name
ورث,I-stoploc.city_name
بگذرد,O
#EOS,3186
#BOS,flight
من,O
می‌خواهم,O
با,O
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
پرواز,O
کنم,O
#EOS,3187
#BOS,flight
یک,O
پرواز,O
فرست,B-class_type
کلاس,I-class_type
با,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
برای,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
اتی,B-depart_date.date_relative
#EOS,3188
#BOS,airfare
پرواز,O
یو‌ای,B-airline_code
۲۸۱,B-flight_number
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
چقدر,O
هزینه,O
دارد,O
#EOS,3189
#BOS,flight
پروازهای,O
اتلانتا,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
در,O
روز,O
چهارشنبه,B-depart_date.day_name
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
و,O
پنجشنبه,B-depart_date.day_name
صبح,B-depart_time.period_of_day
را,O
لیست,O
کن,O
#EOS,3190
#BOS,flight
به,O
من,O
یک,O
پرواز,O
از,O
شهر,O
نیویورک,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
و,O
یک,O
پرواز,O
از,O
ممفیس,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
بدهید,O
که,O
همزمان,O
می‌رسند,O
#EOS,3191
#BOS,flight
پروازهای,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,3192
#BOS,aircraft
از,O
چه,O
نوع,O
هواپیمایی,O
در,O
پروازهای,O
فرست,B-class_type
کلاس,I-class_type
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
که,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
پرواز,O
می‌کنند,O
با,O
توقفگاه,O
دالاس,B-fromloc.city_name
استفاده,O
می‌شود,O
#EOS,3193
#BOS,flight
روز,O
چهارشنبه,B-depart_date.day_name
از,O
بالتیمور,B-fromloc.city_name
به,O
نیوارک,B-toloc.city_name
#EOS,3194
#BOS,flight
حالا,O
پروازی,O
از,O
دیترویت,B-fromloc.city_name
به,O
سن,B-toloc.city_name
دیگو,I-toloc.city_name
نیاز,O
دارم,O
که,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
عصر,B-depart_time.period_of_day
ترک,O
کند,O
#EOS,3195
#BOS,airfare
هزینه‌,O
یک,O
سفر,O
یک,B-round_trip
طرفه,I-round_trip
از,O
پیتسبرگ,B-fromloc.city_name
به,O
انتلانتا,B-toloc.city_name
چقدر,O
است,O
#EOS,3196
#BOS,airfare
کرایه‌های,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
لاس,B-fromloc.city_name
وگاس,I-fromloc.city_name
به,O
هیوستون,B-toloc.city_name
بدون,B-flight_stop
توقف,I-flight_stop
#EOS,3197
#BOS,flight
بسیار,O
خوب,O
می‌تونی,O
به,O
من,O
بگی,O
چه,O
پروازی,O
دالاس,B-fromloc.city_name
را,O
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
در,O
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
ترک,O
می‌کند,O
#EOS,3198
#BOS,flight
تمام,O
پروازهای,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
پیتزبورگ,B-toloc.city_name
را,O
که,O
فردا,B-arrive_date.today_relative
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ساعت,O
۹,B-arrive_time.time
صبح,I-arrive_time.time
به,O
پیتسبرگ,B-toloc.city_name
می‌رسند,O
به,O
من,O
نشان,O
بده,O
#EOS,3199
#BOS,airline
لطفا,O
خطوط,O
هواپیمایی,O
که,O
بین,O
بوستون,B-fromloc.city_name
و,O
دنور,B-toloc.city_name
خدمات,O
میدهند,O
را,O
به,O
من,O
نشان,O
بده,O
#EOS,3200
#BOS,abbreviation
کد,O
وای‌ان,B-fare_basis_code
چیست,O
#EOS,3201
#BOS,flight
همه‌,O
پروازهایی,O
که,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
۱۲۳۰,B-depart_time.time
ظهر,I-depart_time.time
از,O
دنور,B-fromloc.city_name
حرکت,O
می‌کنند,O
و,O
شنبه,B-arrive_date.day_name
به,O
سیاتل,B-toloc.city_name
می‌رسند,O
را,O
لیست,O
کن,O
#EOS,3202
#BOS,flight
پرواز‌های,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
را,O
لیست,O
کن,O
#EOS,3203
#BOS,flight
پرواز,O
صبح,B-depart_time.period_of_day
از,O
بوستون,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
#EOS,3204
#BOS,flight
پروازهایی,O
را,O
پیدا,O
کن,O
که,O
از,O
دالاس,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
بروند,O
و,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,O
5,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
پرواز,O
کنند,O
#EOS,3205
#BOS,flight
همه‌,O
پروازهای,O
نورث‌وست,B-airline_name
با,O
توقف,O
در,O
دنور,B-stoploc.city_name
را,O
لیست,O
کن,O
#EOS,3206
#BOS,ground_fare
خدمات,O
لیموزین,B-transport_type
در,O
بوستون,B-city_name
چقدر,O
است,O
#EOS,3207
#BOS,flight
روز,O
دوشنبه,B-depart_date.day_name
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
#EOS,3208
#BOS,flight
در,O
ماه,O
دسامبر,B-depart_date.month_name
پروازی,O
از,O
اتلانتا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
که,O
در,O
بوستون,B-stoploc.city_name
توقف,O
داشته,O
باشد,O
وجود,O
دارد,O
#EOS,3209
#BOS,flight
لطفا,O
پروازهای,O
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
که,O
بین,O
بوستون,B-fromloc.city_name
و,O
دنور,B-toloc.city_name
هستند,O
را,O
برای,O
من,O
لیست,O
کنید,O
#EOS,3210
#BOS,flight
چه,O
پروازهایی,O
از,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
از,O
فینیکس,B-fromloc.city_name
به,O
میلواکی,B-toloc.city_name
می‌روند,O
به,O
طوری,O
که,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
6,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
چهارشنبه,B-depart_date.day_name
فینیکس,B-fromloc.city_name
را,O
ترک,O
می‌کنند,O
#EOS,3211
#BOS,flight
پرواز,O
۴۱۷,B-flight_number
از,O
سینسیناتی,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
#EOS,3212
#BOS,flight
کدام,O
پرواز‌ها,O
هنگام,O
شب,B-depart_time.period_of_day
از,O
پیتسبرگ,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
می‌روند,O
#EOS,3213
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
در,O
سن,B-city_name
خوزه,I-city_name
#EOS,3214
#BOS,airline
شرکت,O
هواپیمایی,O
که,O
بین,O
دنور,B-fromloc.city_name
و,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
خدمات,O
می‌دهند,O
لیست,O
کن,O
#EOS,3215
#BOS,flight
پروازهای,O
سینسیناتی,B-fromloc.city_name
به,O
سن,B-toloc.city_name
خوزه,I-toloc.city_name
در,O
غروب,B-depart_time.period_of_day
روز,O
جمعه,B-depart_date.day_name
را,O
لیست,O
کنید,O
#EOS,3216
#BOS,flight
به,O
من,O
همه‌,O
پروازهای,O
فیلادلفیا,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
با,O
یک,B-flight_stop
توقف,I-flight_stop
در,O
دالاس,B-stoploc.city_name
را,O
نشان,O
بده,O
#EOS,3217
#BOS,flight
پروازهای,O
تاکوما,B-fromloc.city_name
به,O
میامی,B-toloc.city_name
را,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,B-depart_time.time
6,I-depart_time.time
عصر,I-depart_time.time
به,O
من,O
نشان,O
دهید,O
#EOS,3218
#BOS,flight
تمام,O
پروازهای,O
روزانه,B-flight_days
بین,O
اوکلند,B-fromloc.city_name
و,O
بوستون,B-toloc.city_name
که,O
از,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
استفاده,O
می‌کنند,O
را,O
لیست,O
کن,O
#EOS,3219
#BOS,flight
اطلاعاتی,O
درباره,O
پرواز‌های,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
#EOS,3220
#BOS,flight
چه,O
پروازهایی,O
از,O
خطوط,B-airline_name
هوایی,I-airline_name
کنتیننتال,I-airline_name
از,O
سیاتل,B-fromloc.city_name
به,O
شیکاگو,B-toloc.city_name
وجود,O
دارد,O
#EOS,3221
#BOS,flight
من,O
می‌خواهم,O
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
از,O
طریق,O
دالاس,B-stoploc.city_name
فورت,I-stoploc.city_name
ورث,I-stoploc.city_name
با,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
پرواز,O
کنم,O
#EOS,3222
#BOS,flight
من,O
به,O
دنبال,O
پرواز,O
از,O
شارلوت,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
هستم,O
که,O
در,O
سنت,B-stoploc.city_name
لوییس,I-stoploc.city_name
توقف,O
داشته,O
باشد,O
امیدوارم,O
یک,O
پرواز,O
با,O
شام,B-meal_description
باشد,O
چگونه,O
می‌توانم,O
ان,O
را,O
پیدا,O
کنم,O
#EOS,3223
#BOS,flight
ترتیب,O
سفرهای,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
دالاس,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
را,O
پیدا,O
کنید,O
#EOS,3224
#BOS,flight
چه,O
پروازهایی,O
از,O
شیکاگو,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
در,O
صبح,B-depart_time.period_of_day
موجود,O
هستند,O
#EOS,3225
#BOS,flight
پروازهایی,O
که,O
از,O
سینسیناتی,B-fromloc.city_name
حرکت,O
میکنند,O
را,O
به,O
من,O
نشان,O
بده,O
#EOS,3226
#BOS,flight
ایا,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
پرواز,O
از,O
فیلادلفیا,B-fromloc.city_name
وجود,O
دارد,O
که,O
عصر,B-arrive_time.period_of_day
به,O
دنور,B-toloc.city_name
برسد,O
#EOS,3227
#BOS,flight
پروازهای,O
صبح,B-depart_time.period_of_day
زود,B-depart_time.period_mod
جمعه,B-depart_date.day_name
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
بوستون,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,3228
#BOS,airfare
هزینه,O
پرواز,O
از,O
دالاس,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
با,O
دی‌ال,B-airline_code
۲۱۷,B-flight_number
چقدر,O
است,O
#EOS,3229
#BOS,flight
خوب,O
ایا,O
تی‌دابلیو‌ای,B-airline_code
از,O
دالاس,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
پرواز,O
دارد,O
#EOS,3230
#BOS,flight
به,O
من,O
همه‌,O
پروازهای,O
دوشنبه,B-depart_date.day_name
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
پیتزبورگ,B-toloc.city_name
را,O
نشان,O
بده,O
#EOS,3231
#BOS,ground_fare
هزینه,O
خدمات,O
لیموزین,B-transport_type
در,O
فرودگاه,B-airport_name
لوگان,I-airport_name
چقدر,O
است,O
#EOS,3232
#BOS,flight
من,O
میخواهم,O
پنجشنبه,B-depart_date.day_name
اینده,B-depart_date.date_relative
از,O
بوستون,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
پرواز,O
کنم,O
#EOS,3233
#BOS,airline
کدام,O
شرکت,O
هواپیمایی,O
پرواز,O
از,O
نیویورک,B-fromloc.city_name
به,O
میلواکی,B-stoploc.city_name
به,O
لس,B-toloc.city_name
انجلس,I-toloc.city_name
دارد,O
#EOS,3234
#BOS,flight
کدام,O
پروازهای,O
عصر,B-depart_time.period_of_day
از,O
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
در,O
دسترس,O
است,O
#EOS,3235
#BOS,flight
پرواز,O
از,O
نشویل,B-fromloc.city_name
به,O
کلیولند,B-toloc.city_name
#EOS,3236
#BOS,flight
پروازهای,O
یکشنبه,B-depart_date.day_name
هفته,O
بعد,B-depart_date.date_relative
از,O
سن,B-fromloc.city_name
خوزه,I-fromloc.city_name
به,O
هونتون,B-toloc.city_name
را,O
لیست,O
کن,O
#EOS,3237
#BOS,flight
تمام,O
پروازها,O
و,O
فرودها,O
به,O
بین,B-airport_name
المللی,I-airport_name
جنرال,I-airport_name
میچل,I-airport_name
#EOS,3238
#BOS,airline
ایا,O
اژانس,O
هواپیمایی,O
وجود,O
دارد,O
که,O
پروازی,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
به,O
همراه,O
توقف,O
در,O
دالاس,B-stoploc.city_name
داشته,O
باشد,O
#EOS,3239
#BOS,airfare
ارزانترین,B-cost_relative
نرخهای,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
سالک,B-toloc.city_name
لیک,I-toloc.city_name
سیتی,I-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,3240
#BOS,flight
پروازها,O
با,O
دلتا,B-airline_name
یا,B-or
تی‌دابلیو‌ای,B-airline_code
که,O
از,O
اتلانتا,B-stoploc.city_name
عبور,O
میکنند,O
#EOS,3241
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
دالاس,B-city_name
#EOS,3242
#BOS,abbreviation
ای‌دابلیو‌آر,B-airport_code
چیست,O
#EOS,3243
#BOS,flight
میخواهم,O
بدانم,O
که,O
چه,O
پروازهایی,O
اتلانتا,B-fromloc.city_name
را,O
در,O
عصر,B-depart_time.period_of_day
روز,O
یکشنبه,B-depart_date.day_name
ترک,O
میکنند,O
و,O
به,O
بالتیمور,B-toloc.city_name
می‌رسند,O
#EOS,3244
#BOS,flight
پروازها,O
از,O
اوکلند,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
در,O
یکشنبه,B-depart_date.day_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,3245
#BOS,flight
همچنین,O
لیستی,O
از,O
پروازهای,O
پیتسبرگ,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
را,O
می‌خواهم,O
ببینم,O
#EOS,3246
#BOS,flight
پروازهای,O
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
که,O
پس,B-arrive_time.time_relative
از,I-arrive_time.time_relative
۲۱۰۰,B-arrive_time.time
می‌رسند,O
#EOS,3247
#BOS,airfare
کرایه,O
پرواز,O
یک,B-round_trip
طرفه,I-round_trip
از,O
بوستون,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
فورت,I-toloc.city_name
ورث,I-toloc.city_name
در,O
هفتم,B-depart_date.day_number
ماه,O
نوامبر,B-depart_date.month_name
چقدر,O
است,O
#EOS,3248
#BOS,flight
پروازهایی,O
که,O
از,O
تورنتو,B-fromloc.city_name
به,O
سالت,B-toloc.city_name
لیک,I-toloc.city_name
سیتی,I-toloc.city_name
می‌روند,O
و,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,O
۵۳۰,B-depart_time.time
عصر,I-depart_time.time
هستند,O
را,O
نشان,O
بده,O
#EOS,3249
#BOS,flight
شرکت,O
هواپیمایی,O
برای,O
پرواز,O
یک,B-round_trip
طرفه,I-round_trip
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
دالاس,B-toloc.city_name
پیدا,O
کنید,O
#EOS,3250
#BOS,aircraft
کدام,O
پرواز,O
فرست,B-class_type
کلاس,I-class_type
در,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
دوشنبه,B-depart_date.day_name
از,O
فیلادلفیا,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
می‌رود,O
و,O
در,O
دالاس,B-stoploc.city_name
توقف,O
دارد,O
#EOS,3251
#BOS,quantity
دلتا,B-airline_name
چه,O
تعداد,O
پرواز,O
فرست,B-class_type
کلاس,I-class_type
برای,O
امروز,B-depart_date.today_relative
دارد,O
#EOS,3252
#BOS,flight
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
چه,O
پروازهایی,O
از,O
بوستون,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
دارد,O
#EOS,3253
#BOS,flight
پروازهای,O
چهارشنبه,B-depart_date.day_name
از,O
دنور,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
را,O
لیست,O
کنید,O
که,O
بین,O
ساعت,O
۱۱۱۵,B-arrive_time.start_time
صبح,I-arrive_time.start_time
تا,O
۱۲۴۵,B-arrive_time.end_time
بعد,I-arrive_time.end_time
از,I-arrive_time.end_time
ظهر,I-arrive_time.end_time
وارد,O
واشنگتن,O
می‌شوند,O
#EOS,3254
#BOS,airfare
من,O
میخواهم,O
هزینه,O
پروازهای,O
اقتصادی,B-economy
از,O
دنور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
را,O
ببینم,O
#EOS,3255
#BOS,flight
ایا,O
پروازی,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
وجود,O
دارد,O
که,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
5,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
به,O
مقصد,O
برسد,O
#EOS,3256
#BOS,flight
چهارشنبه,B-depart_date.day_name
دنور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
#EOS,3257
#BOS,flight
ایا,O
پروازی,O
در,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
از,O
شارلوت,B-fromloc.city_name
به,O
مینیاپولیس,B-toloc.city_name
در,O
حدود,B-depart_time.time_relative
ساعت,B-depart_time.time
۲,I-depart_time.time
وجود,O
دارد,O
#EOS,3258
#BOS,flight
تمام,O
پروازها,O
از,O
میامی,B-fromloc.city_name
به,O
نیویورک,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,3259
#BOS,restriction
محدودیت‌های,O
پروازهای,O
پیتسبرگ,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
که,O
قیمتشان,O
۴۱۶,B-fare_amount
دلار,I-fare_amount
است,O
شامل,O
چه,O
مواردی,O
هست,O
#EOS,3260
#BOS,flight
من,O
یک,O
پرواز,O
می‌خواهم,O
که,O
از,O
شارلوت,B-fromloc.city_name
به,O
نیوارک,B-toloc.city_name
برود,O
که,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
یا,B-or
عصر,B-depart_time.period_of_day
حرکت,O
کند,O
#EOS,3261
#BOS,abbreviation
ام‌سی‌او,B-airport_code
مخفف,O
چیست,O
#EOS,3262
#BOS,flight
لطفا,O
پروازهای,O
شیکاگو,B-fromloc.city_name
به,O
کانزاس,B-toloc.city_name
سیتی,I-toloc.city_name
را,O
لیست,O
کنید,O
#EOS,3263
#BOS,flight
من,O
در,O
دنور,B-fromloc.city_name
زندگی,O
می‌کنم,O
و,O
میخوام,O
به,O
اتلانتا,B-toloc.city_name
سفر,O
کنم,O
#EOS,3264
#BOS,flight
چه,O
پروازهایی,O
از,O
پیتزبورگ,B-fromloc.city_name
به,O
نیوارک,B-toloc.city_name
در,O
دوشنبه,B-depart_date.day_name
